company_id,company_name,department_id,account_id,year_month,actual_amount,budget_amount,currency,load_timestamp
200,SolarCo West,D100,4100,2024-01,99544.64,96000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5000,2024-01,-133863.44,-128000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5100,2024-01,-64857.6,-65000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5200,2024-01,-24392.41,-26000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5300,2024-01,-19043.68,-19500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5400,2024-01,-12866.47,-13000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5500,2024-01,-6932.95,-6500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,4000,2024-01,227848.52,224000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,4100,2024-01,97649.37,96000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5000,2024-01,-118721.84,-128000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5100,2024-01,-45874.42,-45000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5200,2024-01,-18076.75,-18000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5300,2024-01,-14461.68,-13500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5400,2024-01,-9837.26,-9000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5500,2024-01,-4895.31,-4500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,4000,2024-01,53650.19,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,4100,2024-01,22992.94,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5000,2024-01,-30183.27,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5100,2024-01,-38170.93,-35000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5200,2024-01,-14209.46,-14000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5300,2024-01,-10817.34,-10500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5400,2024-01,-6876.47,-7000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5500,2024-01,-3421.88,-3500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,4000,2024-01,58275.07,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,4100,2024-01,24975.03,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5000,2024-01,-35558.18,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5100,2024-01,-26666.07,-25000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5200,2024-01,-10340.45,-10000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5300,2024-01,-7371.88,-7500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5400,2024-01,-5170.16,-5000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5500,2024-01,-2734.47,-2500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,4000,2024-01,55899.69,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,4100,2024-01,23957.01,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5000,2024-01,-34441.62,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5100,2024-01,-17965.46,-20000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5200,2024-01,-6932.56,-8000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5300,2024-01,-5099.5,-6000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5400,2024-01,-3467.1,-4000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5500,2024-01,-1554.14,-2000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,4000,2024-02,276924.59,280000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,4100,2024-02,118681.97,120000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5000,2024-02,-161068.15,-160000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5100,2024-02,-70898.32,-65650.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5200,2024-02,-27936.86,-26260.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5300,2024-02,-21287.53,-19695.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5400,2024-02,-15223.16,-13130.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5500,2024-02,-7398.08,-6565.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,4000,2024-02,272583.36,280000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,4100,2024-02,116821.44,120000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5000,2024-02,-159759.29,-160000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5100,2024-02,-48881.82,-45450.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5200,2024-02,-17994.85,-18180.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5300,2024-02,-13757.97,-13635.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5400,2024-02,-9141.93,-9090.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5500,2024-02,-4321.2,-4545.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,4000,2024-02,71036.42,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,4100,2024-02,30444.18,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5000,2024-02,-41122.08,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5100,2024-02,-35644.79,-35350.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5200,2024-02,-13406.15,-14140.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5300,2024-02,-10592.78,-10605.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5400,2024-02,-7089.96,-7070.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5500,2024-02,-3462.1,-3535.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,4000,2024-02,69435.5,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,4100,2024-02,29758.07,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5000,2024-02,-40479.01,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5100,2024-02,-28862.33,-25250.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5200,2024-02,-11592.41,-10100.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5300,2024-02,-8551.82,-7575.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5400,2024-02,-5173.5,-5050.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5500,2024-02,-2857.46,-2525.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,4000,2024-02,70210.81,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,4100,2024-02,30090.35,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5000,2024-02,-45061.78,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5100,2024-02,-20678.0,-20200.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5200,2024-02,-8134.2,-8080.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5300,2024-02,-5754.15,-6060.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5400,2024-02,-4306.97,-4040.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5500,2024-02,-2113.67,-2020.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,4000,2024-02,232859.56,224000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,4100,2024-02,99796.95,96000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5000,2024-02,-127012.33,-128000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5100,2024-02,-67407.7,-65650.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5200,2024-02,-29846.25,-26260.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5300,2024-02,-24128.33,-19695.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5400,2024-02,-13779.7,-13130.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5500,2024-02,-7043.61,-6565.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,4000,2024-02,225116.1,224000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,4100,2024-02,96478.33,96000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5000,2024-02,-125399.47,-128000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5100,2024-02,-42274.77,-45450.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5200,2024-02,-15957.03,-18180.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5300,2024-02,-12938.39,-13635.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5400,2024-02,-8038.71,-9090.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5500,2024-02,-4539.53,-4545.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,4000,2024-02,53806.89,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,4100,2024-02,23060.1,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5000,2024-02,-30251.68,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5100,2024-02,-35457.22,-35350.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5200,2024-02,-15284.87,-14140.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5300,2024-02,-12075.55,-10605.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5400,2024-02,-6949.15,-7070.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5500,2024-02,-3813.13,-3535.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,4000,2024-02,56727.67,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,4100,2024-02,24311.86,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5000,2024-02,-33682.98,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5100,2024-02,-22304.33,-25250.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5200,2024-02,-9801.7,-10100.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5300,2024-02,-7270.69,-7575.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5400,2024-02,-4836.02,-5050.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5500,2024-02,-2429.47,-2525.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,4000,2024-02,54095.93,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,4100,2024-02,23183.97,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5000,2024-02,-31270.93,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5100,2024-02,-20210.59,-20200.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5200,2024-02,-9165.78,-8080.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5300,2024-02,-6436.73,-6060.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5400,2024-02,-3942.15,-4040.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5500,2024-02,-2164.72,-2020.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,4000,2024-03,266354.46,280000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,4100,2024-03,114151.91,120000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5000,2024-03,-158192.36,-160000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5100,2024-03,-69270.8,-66300.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5200,2024-03,-30285.74,-26520.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5300,2024-03,-22117.73,-19890.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5400,2024-03,-15040.79,-13260.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5500,2024-03,-7908.56,-6630.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,4000,2024-03,276564.57,280000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,4100,2024-03,118527.67,120000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5000,2024-03,-152080.99,-160000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5100,2024-03,-42558.47,-45900.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5200,2024-03,-17678.89,-18360.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5300,2024-03,-13537.53,-13770.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5400,2024-03,-8996.42,-9180.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5500,2024-03,-4620.33,-4590.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,4000,2024-03,70045.51,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,4100,2024-03,30019.5,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5000,2024-03,-42934.96,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5100,2024-03,-40722.61,-35700.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5200,2024-03,-14787.41,-14280.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5300,2024-03,-10293.23,-10710.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5400,2024-03,-6785.54,-7140.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5500,2024-03,-3671.19,-3570.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,4000,2024-03,69217.88,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,4100,2024-03,29664.81,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5000,2024-03,-40965.12,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5100,2024-03,-26636.7,-25500.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5200,2024-03,-10240.86,-10200.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5300,2024-03,-7412.75,-7650.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5400,2024-03,-5227.44,-5100.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5500,2024-03,-2787.88,-2550.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,4000,2024-03,70749.33,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,4100,2024-03,30321.14,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5000,2024-03,-37910.04,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5100,2024-03,-21424.94,-20400.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5200,2024-03,-8036.42,-8160.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5300,2024-03,-6354.46,-6120.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5400,2024-03,-4216.23,-4080.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5500,2024-03,-1981.87,-2040.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,4000,2024-03,228007.22,224000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,4100,2024-03,97717.38,96000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5000,2024-03,-133943.07,-128000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5100,2024-03,-75724.61,-66300.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5200,2024-03,-26791.72,-26520.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5300,2024-03,-20568.39,-19890.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5400,2024-03,-14757.36,-13260.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,5500,2024-03,-7378.23,-6630.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,4000,2024-03,229768.53,224000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,4100,2024-03,98472.23,96000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5000,2024-03,-156588.78,-128000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5100,2024-03,-51137.75,-45900.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5200,2024-03,-20279.38,-18360.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5300,2024-03,-14989.88,-13770.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5400,2024-03,-9525.49,-9180.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D200,5500,2024-03,-5022.66,-4590.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,4000,2024-03,53836.09,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,4100,2024-03,23072.61,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5000,2024-03,-30399.21,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5100,2024-03,-35519.16,-35700.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5200,2024-03,-15787.33,-14280.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5300,2024-03,-9621.51,-10710.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5400,2024-03,-7317.63,-7140.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D300,5500,2024-03,-3252.19,-3570.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,4000,2024-03,54678.59,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,4100,2024-03,23433.68,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5000,2024-03,-32946.12,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5100,2024-03,-24701.44,-25500.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5200,2024-03,-10069.83,-10200.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5300,2024-03,-8098.65,-7650.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5400,2024-03,-5030.98,-5100.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D400,5500,2024-03,-2639.09,-2550.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,4000,2024-03,56127.6,56000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,4100,2024-03,24054.69,24000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5000,2024-03,-31027.98,-32000.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5100,2024-03,-24174.89,-20400.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5200,2024-03,-8423.8,-8160.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5300,2024-03,-7095.19,-6120.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5400,2024-03,-4531.37,-4080.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D500,5500,2024-03,-2443.09,-2040.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,4000,2024-04,268904.71,280000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,4100,2024-04,115244.88,120000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5000,2024-04,-152778.31,-160000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5100,2024-04,-73361.42,-66950.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5200,2024-04,-26438.98,-26780.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5300,2024-04,-20742.44,-20085.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5400,2024-04,-13729.54,-13390.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D100,5500,2024-04,-6802.05,-6695.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,4000,2024-04,304716.36,280000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,4100,2024-04,130592.73,120000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5000,2024-04,-177649.48,-160000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5100,2024-04,-45779.24,-46350.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5200,2024-04,-19365.95,-18540.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5300,2024-04,-13809.02,-13905.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5400,2024-04,-8089.06,-9270.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D200,5500,2024-04,-4271.07,-4635.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,4000,2024-04,74434.19,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,4100,2024-04,31900.37,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5000,2024-04,-41028.83,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5100,2024-04,-39192.37,-36050.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5200,2024-04,-14392.91,-14420.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5300,2024-04,-11285.61,-10815.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5400,2024-04,-6323.23,-7210.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D300,5500,2024-04,-3579.84,-3605.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,4000,2024-04,69116.01,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,4100,2024-04,29621.15,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5000,2024-04,-37030.81,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5100,2024-04,-26728.6,-25750.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5200,2024-04,-11261.48,-10300.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5300,2024-04,-8692.58,-7725.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5400,2024-04,-6172.32,-5150.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D400,5500,2024-04,-2672.04,-2575.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,4000,2024-04,74071.07,70000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,4100,2024-04,31744.75,30000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5000,2024-04,-42347.98,-40000.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5100,2024-04,-20256.31,-20600.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5200,2024-04,-7998.37,-8240.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5300,2024-04,-5761.4,-6180.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5400,2024-04,-3973.59,-4120.0,USD,2025-12-08T14:42:18Z
100,SolarCo East,D500,5500,2024-04,-1941.74,-2060.0,USD,2025-12-08T14:42:18Z
200,SolarCo West,D100,4000,2024-04,225271.39,224000.0,USD,2025-12-08T14:42:18Z
